	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED]	EQU24_RS08670||hypothetical	hypothetical protein	243	1	7.18623E-53	100.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08675||Ni/Fe	Ni/Fe hydrogenase subunit alpha	1509	20	0.0	95.04	5	F:GO:0003677; F:GO:0008901; F:GO:0016151; F:GO:0047985; P:GO:0055114	F:DNA binding; F:ferredoxin hydrogenase activity; F:nickel cation binding; F:hydrogen dehydrogenase activity; P:oxidation-reduction process	EC:1.12.7; EC:1.12.1.2; EC:1.12.1; EC:1.12.7.2	Acting on hydrogen as donors; Hydrogen dehydrogenase; Acting on hydrogen as donors; Ferredoxin hydrogenase	IPR001501 (PFAM); IPR029014 (G3DSA:1.10.645.GENE3D); PTHR43600 (PANTHER); PTHR43600:SF2 (PANTHER); IPR029014 (SUPERFAMILY)	F:GO:0016151	F:nickel cation binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08680||NADP	NADP oxidoreductase	540	20	1.45114E-128	97.24	4	F:GO:0003677; F:GO:0047985; F:GO:0051536; P:GO:0055114	F:DNA binding; F:hydrogen dehydrogenase activity; F:iron-sulfur cluster binding; P:oxidation-reduction process	EC:1.12.1.2; EC:1.12.1	Hydrogen dehydrogenase; Acting on hydrogen as donors	IPR037024 (G3DSA:3.40.50.GENE3D); IPR006137 (PFAM); PTHR42845:SF1 (PANTHER); PTHR42845 (PANTHER); SSF56770 (SUPERFAMILY)	F:GO:0051536; P:GO:0055114	F:iron-sulfur cluster binding; P:oxidation-reduction process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08685||2Fe-2S	2Fe-2S iron-sulfur cluster binding domain-containing protein	717	20	1.07263E-178	92.18	6	F:GO:0008137; F:GO:0009055; C:GO:0016020; P:GO:0042773; F:GO:0047985; F:GO:0051536	F:NADH dehydrogenase (ubiquinone) activity; F:electron transfer activity; C:membrane; P:ATP synthesis coupled electron transport; F:hydrogen dehydrogenase activity; F:iron-sulfur cluster binding	EC:7.1.1.2; EC:1.6.5.11; EC:1.12.1.2; EC:1.6.99.3; EC:1.12.1	n/a; NADH dehydrogenase (quinone); Hydrogen dehydrogenase; NADH dehydrogenase; Acting on hydrogen as donors	IPR019574 (SMART); G3DSA:3.30.70.20 (GENE3D); IPR019574 (PFAM); IPR016214 (PIRSF); G3DSA:3.10.20.740 (GENE3D); PF13510 (PFAM); PF13459 (PFAM); PTHR11615:SF225 (PANTHER); PTHR11615 (PANTHER); IPR019574 (PROSITE_PROFILES); IPR001041 (PROSITE_PROFILES); IPR001041 (CDD); IPR036010 (SUPERFAMILY); SSF54862 (SUPERFAMILY)	F:GO:0009055; F:GO:0016491; F:GO:0051536; P:GO:0055114	F:electron transfer activity; F:oxidoreductase activity; F:iron-sulfur cluster binding; P:oxidation-reduction process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08690||NADP	NADP oxidoreductase	1779	20	0.0	89.34	7	F:GO:0003677; F:GO:0008137; F:GO:0010181; F:GO:0046872; F:GO:0047985; F:GO:0051539; P:GO:0055114	F:DNA binding; F:NADH dehydrogenase (ubiquinone) activity; F:FMN binding; F:metal ion binding; F:hydrogen dehydrogenase activity; F:4 iron, 4 sulfur cluster binding; P:oxidation-reduction process	EC:7.1.1.2; EC:1.6.5.11; EC:1.12.1.2; EC:1.6.99.3; EC:1.12.1	n/a; NADH dehydrogenase (quinone); Hydrogen dehydrogenase; NADH dehydrogenase; Acting on hydrogen as donors	IPR019575 (SMART); IPR011538 (PFAM); IPR019575 (PFAM); IPR041921 (G3DSA:1.10.10.GENE3D); IPR037207 (G3DSA:1.20.1440.GENE3D); IPR037225 (G3DSA:3.40.50.GENE3D); IPR036249 (G3DSA:3.40.30.GENE3D); PF01257 (PFAM); G3DSA:3.10.20.600 (GENE3D); PTHR43578 (PANTHER); SSF142984 (SUPERFAMILY); IPR036249 (SUPERFAMILY); IPR037225 (SUPERFAMILY); IPR037207 (SUPERFAMILY)	F:GO:0051539	F:4 iron, 4 sulfur cluster binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08695||OmpA	OmpA family protein	1068	20	0.0	82.41	3	F:GO:0005509; C:GO:0009279; C:GO:0016021	F:calcium ion binding; C:cell outer membrane; C:integral component of membrane			IPR006664 (PRINTS); IPR006665 (PFAM); G3DSA:2.40.160.20 (GENE3D); IPR036737 (G3DSA:3.30.1330.GENE3D); IPR027385 (PFAM); PTHR30128:SF31 (PANTHER); PTHR30128 (PANTHER); IPR006665 (PROSITE_PROFILES); IPR006665 (CDD); IPR036737 (SUPERFAMILY); IPR011250 (SUPERFAMILY); IPR028974 (SUPERFAMILY)	F:GO:0005509; C:GO:0009279; C:GO:0016021	F:calcium ion binding; C:cell outer membrane; C:integral component of membrane
true	[INTERPRO, BLASTED]	EQU24_RS08700||hypothetical	hypothetical protein	1281	20	0.0	67.15						IPR036280 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08705||hypothetical	fused MFS/spermidine synthase	2247	20	0.0	78.74	1	C:GO:0016021	C:integral component of membrane			G3DSA:3.40.50.150 (GENE3D); G3DSA:1.20.1250.20 (GENE3D); cd06174 (CDD); IPR029063 (SUPERFAMILY); IPR036259 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	EQU24_RS08710||hypothetical	hypothetical protein	180	20	1.43957E-35	86.79						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08715||hypothetical	C-8 sterol isomerase	639	20	1.37494E-155	73.09	1	F:GO:0016853	F:isomerase activity			IPR006716 (PFAM); IPR006716 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08720||DUF1295	DUF1295 domain-containing protein	1284	20	0.0	74.95	6	C:GO:0005886; P:GO:0006696; C:GO:0016021; F:GO:0050613; F:GO:0050661; P:GO:0055114	C:plasma membrane; P:ergosterol biosynthetic process; C:integral component of membrane; F:delta14-sterol reductase activity; F:NADP binding; P:oxidation-reduction process	EC:1.3.1.70	Delta(14)-sterol reductase	G3DSA:1.20.120.1630 (GENE3D); IPR001171 (PFAM); PTHR21257 (PANTHER)	C:GO:0016020; P:GO:0016126; F:GO:0016628	C:membrane; P:sterol biosynthetic process; F:oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08725||hypothetical	hypothetical protein	1254	20	0.0	80.5	1	C:GO:0016020	C:membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08730|hpnR|hopanoid	hopanoid C-3 methylase HpnR	1560	20	0.0	92.12	5	F:GO:0008168; F:GO:0031419; P:GO:0032259; F:GO:0046872; F:GO:0051536	F:methyltransferase activity; F:cobalamin binding; P:methylation; F:metal ion binding; F:iron-sulfur cluster binding			IPR006638 (SMART); IPR013785 (G3DSA:3.20.20.GENE3D); IPR007197 (PFAM); IPR006158 (PFAM); G3DSA:3.40.50.280 (GENE3D); IPR027564 (TIGRFAM); IPR007197 (mobidb-MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR43409 (PANTHER); PTHR43409:SF6 (PANTHER); IPR006158 (PROSITE_PROFILES); cd02068 (CDD); cd01335 (CDD); SSF102114 (SUPERFAMILY); IPR036724 (SUPERFAMILY)	F:GO:0003824; F:GO:0031419; F:GO:0046872; F:GO:0051536	F:catalytic activity; F:cobalamin binding; F:metal ion binding; F:iron-sulfur cluster binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08735||hypothetical	hypothetical protein	1329	20	0.0	63.61	1	C:GO:0016021	C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08740||molybdopterin	molybdopterin molybdenumtransferase MoeA	1260	20	0.0	83.13	5	P:GO:0006777; C:GO:0016021; P:GO:0032324; F:GO:0046872; F:GO:0061599	P:Mo-molybdopterin cofactor biosynthetic process; C:integral component of membrane; P:molybdopterin cofactor biosynthetic process; F:metal ion binding; F:molybdopterin molybdotransferase activity	EC:2.10.1.1	Molybdopterin molybdotransferase	IPR001453 (SMART); IPR001453 (PFAM); IPR036425 (G3DSA:3.40.980.GENE3D); IPR036688 (G3DSA:2.40.340.GENE3D); IPR001453 (TIGRFAM); G3DSA:2.170.190.11 (GENE3D); IPR005110 (PFAM); IPR005111 (PFAM); G3DSA:3.90.105.10 (GENE3D); IPR038987 (PANTHER); IPR038987 (CDD); IPR036135 (SUPERFAMILY); IPR036425 (SUPERFAMILY); IPR036688 (SUPERFAMILY)	P:GO:0032324	P:molybdopterin cofactor biosynthetic process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08745|soxA|sulfur	sulfur oxidation c-type cytochrome SoxA	837	20	0.0	81.51	10	F:GO:0009055; C:GO:0016020; F:GO:0016669; F:GO:0016740; P:GO:0019417; F:GO:0020037; P:GO:0022900; C:GO:0042597; F:GO:0046872; C:GO:0070069	F:electron transfer activity; C:membrane; F:oxidoreductase activity, acting on a sulfur group of donors, cytochrome as acceptor; F:transferase activity; P:sulfur oxidation; F:heme binding; P:electron transport chain; C:periplasmic space; F:metal ion binding; C:cytochrome complex			IPR036909 (G3DSA:1.10.760.GENE3D); IPR025710 (PIRSF); IPR036909 (G3DSA:1.10.760.GENE3D); IPR025710 (TIGRFAM); IPR036909 (SUPERFAMILY); IPR036909 (SUPERFAMILY)	F:GO:0009055; F:GO:0016669; P:GO:0019417; F:GO:0020037; C:GO:0070069	F:electron transfer activity; F:oxidoreductase activity, acting on a sulfur group of donors, cytochrome as acceptor; P:sulfur oxidation; F:heme binding; C:cytochrome complex
true	[INTERPRO, BLASTED]	EQU24_RS08750|soxZ|thiosulfate	thiosulfate oxidation carrier complex protein SoxZ	321	20	8.69344E-72	74.73						IPR013783 (G3DSA:2.60.40.GENE3D); IPR030995 (TIGRFAM); IPR014880 (PFAM); IPR014756 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	EQU24_RS08755|soxY|thiosulfate	thiosulfate oxidation carrier protein SoxY	450	20	8.78326E-104	74.17	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane			IPR038162 (G3DSA:2.60.40.GENE3D); IPR016568 (PIRSF); IPR032711 (PFAM); IPR016568 (TIGRFAM); IPR006311 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	EQU24_RS08760||hypothetical	hypothetical protein	279	20	3.04716E-59	69.71						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	EQU24_RS08765||hypothetical	hypothetical protein	426	20	1.24843E-81	74.07						IPR005361 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08770||1-deoxy-D-xylulose-5-phosphate	1-deoxy-D-xylulose-5-phosphate synthase	1863	20	0.0	95.83	6	F:GO:0000287; F:GO:0008661; P:GO:0009228; P:GO:0016114; F:GO:0030976; P:GO:0052865	F:magnesium ion binding; F:1-deoxy-D-xylulose-5-phosphate synthase activity; P:thiamine biosynthetic process; P:terpenoid biosynthetic process; F:thiamine pyrophosphate binding; P:1-deoxy-D-xylulose 5-phosphate biosynthetic process	EC:2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase	IPR005475 (SMART); G3DSA:3.40.50.970 (GENE3D); IPR009014 (G3DSA:3.40.50.GENE3D); IPR005477 (TIGRFAM); IPR005477 (PFAM); IPR005475 (PFAM); IPR033248 (PFAM); IPR005477 (PANTHER); PTHR43322:SF5 (PANTHER); IPR005477 (HAMAP); IPR005477 (CDD); cd07033 (CDD); IPR029061 (SUPERFAMILY); IPR029061 (SUPERFAMILY); IPR009014 (SUPERFAMILY)	F:GO:0003824; F:GO:0008661; P:GO:0016114	F:catalytic activity; F:1-deoxy-D-xylulose-5-phosphate synthase activity; P:terpenoid biosynthetic process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08775||copper	copper resistance protein	1641	20	0.0	78.49	2	P:GO:0006825; C:GO:0016021	P:copper ion transport; C:integral component of membrane			IPR008457 (PFAM); IPR032694 (PANTHER)	P:GO:0006825; C:GO:0016021	P:copper ion transport; C:integral component of membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08780||copper	copper resistance protein CopC	357	20	3.87929E-77	77.99	3	F:GO:0005507; C:GO:0042597; P:GO:0046688	F:copper ion binding; C:periplasmic space; P:response to copper ion			IPR007348 (PFAM); G3DSA:2.60.40.1220 (GENE3D); IPR014756 (SUPERFAMILY)	F:GO:0005507; C:GO:0042597; P:GO:0046688	F:copper ion binding; C:periplasmic space; P:response to copper ion
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08785||MMPL	MMPL family transporter	2628	20	0.0	83.0	1	C:GO:0016021	C:integral component of membrane			G3DSA:1.20.1640.10 (GENE3D); IPR017841 (TIGRFAM); IPR004869 (PFAM); PTHR33406 (PANTHER); PTHR33406:SF2 (PANTHER); IPR000731 (PROSITE_PROFILES); SSF82866 (SUPERFAMILY); SSF82866 (SUPERFAMILY)	C:GO:0016020	C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08790||MarR	MarR family transcriptional regulator	435	20	3.70092E-101	81.99	7	F:GO:0003677; F:GO:0003700; F:GO:0004019; F:GO:0005525; P:GO:0006164; P:GO:0006355; C:GO:0016021	F:DNA binding; F:DNA-binding transcription factor activity; F:adenylosuccinate synthase activity; F:GTP binding; P:purine nucleotide biosynthetic process; P:regulation of transcription, DNA-templated; C:integral component of membrane	EC:6.3.4.4	Adenylosuccinate synthase	IPR000835 (PRINTS); IPR000835 (SMART); IPR036388 (G3DSA:1.10.10.GENE3D); IPR000835 (PFAM); PTHR33164 (PANTHER); PTHR33164:SF64 (PANTHER); IPR000835 (PROSITE_PROFILES); IPR036390 (SUPERFAMILY)	F:GO:0003700; P:GO:0006355	F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08795||hypothetical	hypothetical protein	528	20	1.79438E-107	68.13	1	C:GO:0016021	C:integral component of membrane			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08800||SulP	SulP family inorganic anion transporter	1494	20	0.0	95.44	3	F:GO:0015116; C:GO:0016021; P:GO:1902358	F:sulfate transmembrane transporter activity; C:integral component of membrane; P:sulfate transmembrane transport			IPR011547 (PFAM); IPR002645 (PFAM); IPR036513 (G3DSA:3.30.750.GENE3D); PTHR43310 (PANTHER); PTHR43310:SF1 (PANTHER); IPR002645 (PROSITE_PROFILES); cd07042 (CDD); IPR036513 (SUPERFAMILY)	P:GO:0008272; F:GO:0015116; C:GO:0016021	P:sulfate transport; F:sulfate transmembrane transporter activity; C:integral component of membrane
true	[INTERPRO, BLASTED]	EQU24_RS08805||universal	universal stress protein	867	20	0.0	89.96						IPR006015 (PRINTS); G3DSA:3.40.50.12370 (GENE3D); IPR006016 (PFAM); PTHR43010 (PANTHER); cd00293 (CDD); cd00293 (CDD); SSF52402 (SUPERFAMILY); SSF52402 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	EQU24_RS08810||hypothetical	hypothetical protein	183	20	2.14381E-35	86.19						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08815||hypothetical	AAA family ATPase	336	20	1.52129E-77	73.04	4	F:GO:0003677; F:GO:0003678; F:GO:0005524; P:GO:0032508	F:DNA binding; F:DNA helicase activity; F:ATP binding; P:DNA duplex unwinding	EC:3.6.1.3; EC:3.6.4.12; EC:3.6.1.15	Adenosinetriphosphatase; DNA helicase; Nucleoside-triphosphate phosphatase	G3DSA:3.40.50.300 (GENE3D)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08820||aspartate	aspartate aminotransferase family protein	1407	20	0.0	78.16	2	F:GO:0008483; F:GO:0030170	F:transaminase activity; F:pyridoxal phosphate binding			IPR015422 (G3DSA:3.90.1150.GENE3D); IPR005814 (PFAM); IPR005814 (PIRSF); IPR015421 (G3DSA:3.40.640.GENE3D); PTHR11986:SF111 (PANTHER); PTHR11986 (PANTHER); IPR005814 (CDD); IPR015424 (SUPERFAMILY)	F:GO:0003824; F:GO:0008483; F:GO:0030170	F:catalytic activity; F:transaminase activity; F:pyridoxal phosphate binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08825||NAD-dependent	NAD-dependent epimerase/dehydratase family protein	1002	20	0.0	67.59	3	F:GO:0003854; P:GO:0006694; P:GO:0055114	F:3-beta-hydroxy-delta5-steroid dehydrogenase activity; P:steroid biosynthetic process; P:oxidation-reduction process	EC:1.1.1.145	3-beta-hydroxy-Delta(5)-steroid dehydrogenase	IPR002225 (PFAM); G3DSA:3.40.50.720 (GENE3D); PTHR43245:SF5 (PANTHER); PTHR43245 (PANTHER); IPR036291 (SUPERFAMILY)	F:GO:0003854; P:GO:0006694; F:GO:0016616; P:GO:0055114	F:3-beta-hydroxy-delta5-steroid dehydrogenase activity; P:steroid biosynthetic process; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; P:oxidation-reduction process
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08830||transposase	IS4 family transposase	732	20	1.32073E-133	88.8	4	F:GO:0003677; F:GO:0004803; P:GO:0006313; C:GO:0016021	F:DNA binding; F:transposase activity; P:transposition, DNA-mediated; C:integral component of membrane			IPR002559 (PFAM); PTHR33258 (PANTHER); IPR012337 (SUPERFAMILY)	F:GO:0003677; F:GO:0004803; P:GO:0006313	F:DNA binding; F:transposase activity; P:transposition, DNA-mediated
true	[INTERPRO, BLASTED, MAPPED]	EQU24_RS08835||ISAzo13	ISAzo13 family transposase	1179	20	0.0	85.5	1	F:GO:0003677	F:DNA binding			IPR011518 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08840||transposase	IS4 family transposase	642	20	2.86877E-155	89.53	4	F:GO:0003677; F:GO:0004803; P:GO:0006313; C:GO:0016021	F:DNA binding; F:transposase activity; P:transposition, DNA-mediated; C:integral component of membrane			IPR002559 (PFAM); IPR012337 (SUPERFAMILY)	F:GO:0003677; F:GO:0004803; P:GO:0006313	F:DNA binding; F:transposase activity; P:transposition, DNA-mediated
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08845||type	type II toxin-antitoxin system HicB family antitoxin	393	20	1.27445E-89	83.91	1	P:GO:0006355	P:regulation of transcription, DNA-templated			IPR031807 (PFAM); G3DSA:3.30.160.250 (GENE3D); PTHR34504 (PANTHER); IPR010985 (SUPERFAMILY); IPR035069 (SUPERFAMILY)	P:GO:0006355	P:regulation of transcription, DNA-templated
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08850||type	addiction module toxin, HicA family	183	20	1.15874E-35	93.92	1	F:GO:0003729	F:mRNA binding			IPR012933 (PFAM); IPR038570 (G3DSA:3.30.920.GENE3D); mobidb-lite (MOBIDB_LITE); PTHR34873 (PANTHER); cd03116 (CDD); SSF54786 (SUPERFAMILY)	F:GO:0003729	F:mRNA binding
true	[INTERPRO, BLASTED]	EQU24_RS08855||hypothetical	DUF4351 domain-containing protein	993	20	0.0	79.57						PTHR35586 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08860|ltrA|group	group II intron reverse transcriptase/maturase	1179	20	0.0	82.96	2	F:GO:0003964; P:GO:0006278	F:RNA-directed DNA polymerase activity; P:RNA-dependent DNA biosynthetic process	EC:2.7.7.49	RNA-directed DNA polymerase	IPR000477 (PFAM); IPR030931 (TIGRFAM); IPR013597 (PFAM); PTHR34047 (PANTHER); PTHR34047:SF4 (PANTHER); IPR000477 (PROSITE_PROFILES); cd01651 (CDD); SSF56672 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08865||Uma2	Uma2 family endonuclease	561	20	1.77305E-131	83.32	2	F:GO:0004519; P:GO:0090305	F:endonuclease activity; P:nucleic acid phosphodiester bond hydrolysis			IPR008538 (PFAM); G3DSA:3.90.1570.10 (GENE3D); PTHR34107 (PANTHER); IPR008538 (CDD); IPR011335 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08870||hypothetical	Extracellular solute-binding protein family 5	377	20	1.4278E-47	78.57	1	C:GO:0016021	C:integral component of membrane			mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08875||hypothetical	hypothetical protein	219	12	1.31599E-44	81.22	1	C:GO:0016021	C:integral component of membrane			mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08880|dapE|succinyl-diaminopimelate	succinyl-diaminopimelate desuccinylase	1128	20	0.0	92.53	7	P:GO:0006508; F:GO:0008237; F:GO:0008270; F:GO:0009014; P:GO:0009089; P:GO:0019877; F:GO:0050897	P:proteolysis; F:metallopeptidase activity; F:zinc ion binding; F:succinyl-diaminopimelate desuccinylase activity; P:lysine biosynthetic process via diaminopimelate; P:diaminopimelate biosynthetic process; F:cobalt ion binding	EC:3.5.1.18	Succinyl-diaminopimelate desuccinylase	IPR005941 (TIGRFAM); G3DSA:3.30.70.360 (GENE3D); IPR002933 (PFAM); G3DSA:3.40.630.10 (GENE3D); IPR011650 (PFAM); PTHR43270:SF9 (PANTHER); PTHR43270 (PANTHER); IPR005941 (HAMAP); cd03891 (CDD); SSF53187 (SUPERFAMILY); IPR036264 (SUPERFAMILY)	F:GO:0009014; P:GO:0009089; F:GO:0016787	F:succinyl-diaminopimelate desuccinylase activity; P:lysine biosynthetic process via diaminopimelate; F:hydrolase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08885||ArsC	ArsC family reductase	348	20	2.6178E-79	83.85	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process			IPR036249 (G3DSA:3.40.30.GENE3D); IPR006660 (PFAM); IPR006504 (TIGRFAM); PTHR30041:SF4 (PANTHER); PTHR30041 (PANTHER); IPR006660 (PROSITE_PROFILES); cd03035 (CDD); IPR036249 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	EQU24_RS08890||hypothetical	MULTISPECIES: hypothetical protein	243	20	4.24171E-47	89.18						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08895||Uma2	Uma2 family endonuclease	579	20	4.60727E-129	87.37	2	F:GO:0004519; P:GO:0090305	F:endonuclease activity; P:nucleic acid phosphodiester bond hydrolysis			IPR008538 (PFAM); G3DSA:3.90.1570.10 (GENE3D); PTHR36558 (PANTHER); IPR008538 (CDD); IPR011335 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08900|dapD|2_3_4_5-tetrahydropyridine-2_6-dicarboxylate	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	819	20	0.0	95.29	4	C:GO:0005737; F:GO:0008666; P:GO:0009089; P:GO:0019877	C:cytoplasm; F:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity; P:lysine biosynthetic process via diaminopimelate; P:diaminopimelate biosynthetic process	EC:2.3.1.117	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	IPR001451 (PFAM); IPR037133 (G3DSA:1.10.166.GENE3D); IPR001451 (PFAM); G3DSA:2.160.10.10 (GENE3D); IPR023180 (PFAM); IPR005664 (TIGRFAM); PTHR19136 (PANTHER); PTHR19136:SF52 (PANTHER); IPR005664 (HAMAP); cd03350 (CDD); IPR011004 (SUPERFAMILY)	F:GO:0008666; P:GO:0009089	F:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity; P:lysine biosynthetic process via diaminopimelate
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	EQU24_RS08905|dapC|succinyldiaminopimelate	succinyldiaminopimelate transaminase	1197	20	0.0	89.0	3	F:GO:0009016; P:GO:0009089; F:GO:0030170	F:succinyldiaminopimelate transaminase activity; P:lysine biosynthetic process via diaminopimelate; F:pyridoxal phosphate binding	EC:2.6.1.17	Succinyldiaminopimelate transaminase	IPR019878 (TIGRFAM); IPR015422 (G3DSA:3.90.1150.GENE3D); IPR015421 (G3DSA:3.40.640.GENE3D); IPR004839 (PFAM); PTHR42832 (PANTHER); PTHR42832:SF3 (PANTHER); cd00609 (CDD); IPR015424 (SUPERFAMILY)	F:GO:0003824; F:GO:0009016; P:GO:0009058; P:GO:0009089; F:GO:0030170	F:catalytic activity; F:succinyldiaminopimelate transaminase activity; P:biosynthetic process; P:lysine biosynthetic process via diaminopimelate; F:pyridoxal phosphate binding
